CodeEtb,Etablissement,CodeFil,Filiere,Min1,Min2,Min3
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers IN SALAH,13.73,13.73,13.73
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers IN GUEZZAM,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers TOUGGOURT,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers DJANET,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers EL MGHAIER,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers EL MENIAA,16.35,16.35,16.35
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers CHLEF,16.63,16.63,16.63
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers BEJAIA,14.19,14.19,14.19
Etb,,,,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers BLIDA,15.86,15.86,15.86
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers BOUIRA,16.34,16.34,16.34
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers TAMANRASSET,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers TIZI-OUZOU,14.06,14.06,14.06
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers ALGER,14.84,14.84,14.84
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers ILLIZI,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers BOUMERDES,15.17,15.17,15.17
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers TISSEMSILT,16.65,16.65,16.65
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers TIPAZA,14.8,14.8,14.8
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers AIN-DEFLA,16.26,16.26,16.26
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers IN SALAH,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers IN GUEZZAM,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers DJANET,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers BEJAIA,15.37,15.37,15.37
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers BLIDA,16.61,16.61,16.61
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers BOUIRA,16.63,16.63,16.63
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers TAMANRASSET,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers TIZI-OUZOU,15.0,15.0,15.0
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers ALGER,15.78,15.78,15.78
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers ILLIZI,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers BOUMERDES,16.05,16.05,16.05
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers TIPAZA,15.84,15.84,15.84
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers AIN-DEFLA,17.16,17.16,17.16
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers IN SALAH,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers IN GUEZZAM,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers DJANET,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers CHLEF,16.22,16.22,16.22
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers BLIDA,15.81,15.81,15.81
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers BOUIRA,16.26,16.26,16.26
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers TAMANRASSET,15.46,15.46,15.46
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers TLEMCEN,15.54,15.54,15.54
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers TIZI- OUZOU,14.83,14.83,14.83
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers ALGER,15.11,15.11,15.11
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers SAIDA,15.32,15.32,15.32
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers SIDIBEL- ABBES,15.16,15.16,15.16
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers MOSTAGANEM,15.94,15.94,15.94
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers MASCARA,15.83,15.83,15.83
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers ORAN,15.03,15.03,15.03
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers ILLIZI,14.0,14.0,14.0
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers BOUMERDES,16.28,16.28,16.28
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers TISSEMSILT,16.39,16.39,16.39
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers TIPAZA,15.25,15.25,15.25
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers AIN- DEFLA,16.24,16.24,16.24
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers AIN- TEMOUCHENT,15.78,15.78,15.78
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers RELIZANE,16.0,16.0,16.0
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers IN SALAH,14.16,14.16,14.16
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers IN GUEZZAM,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers DJANET,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers CHLEF,16.34,16.34,16.34
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers BLIDA,16.21,16.21,16.21
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers BOUIRA,17.8,17.8,17.8
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers TAMANRASSET,15.35,15.35,15.35
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers TLEMCEN,15.84,15.84,15.84
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers TIZI- OUZOU,15.26,15.26,15.26
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers ALGER,15.92,15.92,15.92
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers SAIDA,15.58,15.58,15.58
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers SIDIBEL- ABBES,15.7,15.7,15.7
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers MOSTAGANEM,16.07,16.07,16.07
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers MASCARA,16.5,16.5,16.5
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers ORAN,15.9,15.9,15.9
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers ILLIZI,14.36,14.36,14.36
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers BOUMERDES,16.48,16.48,16.48
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers TISSEMSILT,16.59,16.59,16.59
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers TIPAZA,16.32,16.32,16.32
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers AIN-DEFLA,16.55,16.55,16.55
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers AIN- TEMOUCHENT,15.98,15.98,15.98
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers RELIZANE,16.23,16.23,16.23
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers IN SALAH,15.34,15.34,15.34
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers IN GUEZZAM,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers DJANET,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers ADRAR,13.17,13.17,13.17
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers CHLEF,15.3,15.3,15.3
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers LAGHOUAT,13.44,13.44,13.44
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers OUM-EL-BOUAGHI,14.86,14.86,14.86
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers BATNA,14.85,14.85,14.85
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers BEJAIA,13.25,13.25,13.25
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers BISKRA,14.42,14.42,14.42
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers BECHAR,12.78,12.78,12.78
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers BLIDA,14.43,14.43,14.43
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers BOUIRA,14.58,14.58,14.58
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers TAMANRASSET,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers TEBESSA,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers TLEMCEN,13.85,13.85,13.85
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers TIARET,14.7,14.7,14.7
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers TIZI-OUZOU,13.4,13.4,13.4
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers ALGER,13.83,13.83,13.83
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers DJELFA,14.15,14.15,14.15
Etb,,,,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers JIJEL,14.92,14.92,14.92
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers SETIF,14.32,14.32,14.32
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers SAIDA,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers SKIKDA,13.81,13.81,13.81
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers SIDIBEL-ABBES,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers ANNABA,14.12,14.12,14.12
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers GUELMA,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers CONSTANTINE,14.48,14.48,14.48
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers MEDEA,14.3,14.3,14.3
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers MOSTAGANEM,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers MSILA,14.92,14.92,14.92
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers MASCARA,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers OUARGLA,11.3,11.3,11.3
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers ORAN,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers EL BAYADH,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers ILLIZI,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers B.B.ARRERIDJ,15.06,15.06,15.06
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers BOUMERDES,13.89,13.89,13.89
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers ELTARF,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers TINDOUF,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers TISSEMSILT,15.6,15.6,15.6
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers EL OUED,13.97,13.97,13.97
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers KHENCHLA,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers SOUK-AHRAS,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers TIPAZA,13.6,13.6,13.6
Etb,,,,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers MILA,15.08,15.08,15.08
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers AIN-DEFLA,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers NAAMA,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers AIN-TEMOUCHENT,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers GHARDAIA,13.4,13.4,13.4
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers RELIZANE,15.74,15.74,15.74
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers TIMIMOUN,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers BORDJ BADJI MOKHTAR,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers OULED DJELLAL,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers BENI ABBES,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers IN SALAH,10.51,10.51,10.51
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers IN GUEZZAM,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers TOUGGOURT,13.6,13.6,13.6
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers DJANET,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers EL MGHAIER,12.04,12.04,12.04
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers EL MENIAA,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers ADRAR,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers CHLEF,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers LAGHOUAT,13.46,13.46,13.46
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers OUM-EL-BOUAGHI,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers BATNA,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers BEJAIA,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers BISKRA,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers BECHAR,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers BLIDA,,,
Etb,,,,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers BOUIRA,15.09,15.09,15.09
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers TAMANRASSET,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers TEBESSA,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers TLEMCEN,13.88,13.88,13.88
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers TIARET,14.91,14.91,14.91
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers TIZI-OUZOU,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers ALGER,13.91,13.91,13.91
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers DJELFA,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers JIJEL,14.75,14.75,14.75
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers SETIF,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers SAIDA,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers SKIKDA,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers SIDIBEL-ABBES,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers ANNABA,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers GUELMA,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers CONSTANTINE,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers MEDEA,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers MOSTAGANEM,14.82,14.82,14.82
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers MSILA,15.5,15.5,15.5
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers MASCARA,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers OUARGLA,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers ORAN,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers EL BAYADH,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers ILLIZI,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers B.B.ARRERIDJ,,,
Etb,,,,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers BOUMERDES,,,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers ELTARF,,,
